city,county,crashday,crashhour,crashloc,crashmonth,crashsevr,crashtype,development,drvrinjury,latitude,longitude,pedinjury,pedpos,rdclass,rdconfig,drvragegrp
Charlotte,Mecklenburg,Thursday,8,Non-Roadway,July,C: Possible Injury,Motor Vehicle Loss of Control,Commercial,O: No Injury,35.11212896,-80.88312739,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Greensboro,Guilford,Wednesday,21,Non-Intersection,June,C: Possible Injury,Pedestrian Failed to Yield,Residential,O: No Injury,36.11519846,-79.76476542,C: Possible Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,30-39
Cary,Wake,Tuesday,23,Intersection,May,C: Possible Injury,Motorist Left Turn - Parallel Paths,Residential,O: No Injury,35.77374589,-78.84617961,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,20-24
Winston-Salem,Forsyth,Saturday,15,Non-Roadway,July,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.09582625,-80.27209273,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Divided: Unprotected Median,50-59
Winston-Salem,Forsyth,Monday,11,Non-Intersection,May,B: Suspected Minor Injury,Motorist Entering Driveway or Alley,Commercial,O: No Injury,36.15686345,-80.31694394,B: Suspected Minor Injury,Sidewalk / Shared Use Path / Driveway Crossing,Public Vehicular Area,One-Way: Not Divided,25-29
Durham,Durham,Saturday,21,Non-Roadway,July,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,Unknown Injury,35.96295015,-78.88882852,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Kannapolis,Cabarrus,Friday,15,Intersection,July,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,35.52401069,-80.62986551,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Winston-Salem,Forsyth,Friday,14,Non-Intersection,July,C: Possible Injury,Play Vehicle-Related,Commercial,O: No Injury,36.15050538,-80.28526521,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,60-69
Kitty Hawk,Dare,Thursday,14,Non-Intersection,May,O: No Injury,Working in Roadway,Commercial,O: No Injury,36.06621674,-75.69438687,O: No Injury,Paved Shoulder / Bike Lane / Parking Lane,State Secondary Route,Two-Way: Not Divided,20-24
Gastonia,Gaston,Wednesday,8,Non-Roadway,June,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.24338629,-81.13397428,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
None - Rural Crash,Henderson,Wednesday,14,Non-Roadway,July,C: Possible Injury,Backing Vehicle - Parking Lot,Farms: Woods: Pastures,Unknown Injury,35.42703381,-82.52819717,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Friday,19,Non-Intersection,July,C: Possible Injury,Motor Vehicle Loss of Control,Residential,O: No Injury,35.2167999,-80.68416905,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Tuesday,6,Non-Roadway,June,C: Possible Injury,Off Roadway - Parking Lot,Residential,O: No Injury,35.20915707,-80.91028291,C: Possible Injury,Non-Roadway - Parking Lot / Other,Private Road: Driveway,Two-Way: Not Divided,40-49
Kinston,Lenoir,Sunday,21,Intersection-Related,August,A: Suspected Serious Injury,Pedestrian Failed to Yield,Residential,O: No Injury,35.26018493,-77.57193865,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Not Divided,40-49
None - Rural Crash,Rutherford,Friday,5,Non-Intersection,June,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,35.29216305,-81.85133694,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,Unknown
None - Rural Crash,Lee,Sunday,0,Non-Intersection,July,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Residential,Unknown Injury,35.45074965,-79.09830294,C: Possible Injury,Unpaved Right-of-Way,State Secondary Route,Two-Way: Not Divided,Unknown
Whiteville,Columbus,Thursday,12,Non-Roadway,June,C: Possible Injury,Vehicle-Vehicle / Object,Residential,C: Possible Injury,34.3340696,-78.68443837,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,70+
None - Rural Crash,Wake,Wednesday,21,Non-Intersection,June,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Residential,O: No Injury,35.66466953,-78.7395907,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,20-24
Raleigh,Wake,Tuesday,12,Non-Roadway,August,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,Unknown Injury,35.80108603,-78.5650111,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Saturday,17,Intersection-Related,August,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.25312614,-80.83600512,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,25-29
None - Rural Crash,Lincoln,Tuesday,12,Non-Roadway,August,K: Killed,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.54227056,-81.22273865,K: Killed,Non-Roadway - Parking Lot / Other,Private Road: Driveway,One-Way: Not Divided,70+
None - Rural Crash,Buncombe,Monday,13,Non-Roadway,June,C: Possible Injury,Backing Vehicle - Parking Lot,Farms: Woods: Pastures,O: No Injury,35.5878328,-82.55140695,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Monday,20,Non-Intersection,July,K: Killed,Dash,Commercial,O: No Injury,35.24589798,-80.89405527,K: Killed,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,30-39
Charlotte,Mecklenburg,Wednesday,19,Intersection,August,B: Suspected Minor Injury,Play Vehicle-Related,Commercial,O: No Injury,35.18986233,-80.87572253,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,40-49
Greensboro,Guilford,Sunday,3,Non-Roadway,August,C: Possible Injury,Off Roadway - Parking Lot,Residential,Unknown Injury,36.07008858,-79.7694895,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,20-24
Greensboro,Guilford,Tuesday,23,Intersection,August,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,36.07237651,-79.78895145,C: Possible Injury,Crosswalk Area,Local Street,One-Way: Not Divided,70+
Raleigh,Wake,Tuesday,19,Intersection,August,C: Possible Injury,Motorist Failed to Yield,Commercial,O: No Injury,35.83261812,-78.61766679,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,60-69
Asheville,Buncombe,Tuesday,22,Intersection,August,O: No Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.5948356,-82.55173077,Unknown Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,60-69
None - Rural Crash,Durham,Friday,22,Non-Intersection,August,C: Possible Injury,Pedestrian Failed to Yield,Residential,O: No Injury,35.95409811,-78.83062802,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,20-24
None - Rural Crash,Avery,Sunday,21,Non-Intersection,September,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,36.05436562,-81.88145007,C: Possible Injury,Unpaved Right-of-Way,NC Route,Two-Way: Not Divided,70+
Raleigh,Wake,Wednesday,1,Intersection,September,A: Suspected Serious Injury,Motorist Failed to Yield,Commercial,Unknown Injury,35.73566477,-78.65063775,A: Suspected Serious Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Greensboro,Guilford,Friday,15,Non-Roadway,July,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.06898595,-79.86685975,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
None - Rural Crash,Columbus,Monday,4,Non-Intersection,July,K: Killed,Dash,Farms: Woods: Pastures,B: Suspected Minor Injury,34.31732845,-78.28643599,K: Killed,Travel Lane,US Route,Two-Way: Divided: Unprotected Median,60-69
Charlotte,Mecklenburg,Wednesday,10,Non-Roadway,July,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.21252335,-80.68871117,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,70+
Elizabeth City,Pasquotank,Saturday,16,Non-Roadway,September,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.29195181,-76.24366908,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,50-59
None - Rural Crash,Mecklenburg,Saturday,12,Non-Roadway,September,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,O: No Injury,35.27748389,-80.85592328,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,50-59
Hendersonville,Henderson,Thursday,21,Non-Intersection,September,C: Possible Injury,Standing in Roadway,Residential,O: No Injury,35.32416258,-82.45563117,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Tuesday,2,Intersection,September,C: Possible Injury,Motorist Right Turn - Parallel Paths,Commercial,Unknown Injury,35.1760822,-80.89118068,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Reidsville,Rockingham,Tuesday,22,Non-Intersection,July,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Commercial,Unknown Injury,36.34585703,-79.66487876,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,Unknown
Charlotte,Mecklenburg,Tuesday,11,Intersection,August,B: Suspected Minor Injury,Motorist Failed to Yield,Commercial,O: No Injury,35.2187294,-80.81230282,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Asheville,Buncombe,Saturday,11,Intersection,September,O: No Injury,Motorist Right Turn - Perpendicular Paths,Commercial,O: No Injury,35.50999342,-82.52617579,Unknown Injury,Crosswalk Area,US Route,Two-Way: Not Divided,30-39
Gastonia,Gaston,Wednesday,19,Non-Intersection,August,A: Suspected Serious Injury,Dash,Commercial,O: No Injury,35.26889144,-81.1495454,A: Suspected Serious Injury,Travel Lane,Local Street,Two-Way: Not Divided,70+
Durham,Durham,Saturday,14,Non-Roadway,September,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,36.0442429,-78.89980514,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,70+
None - Rural Crash,Halifax,Sunday,20,Intersection,September,B: Suspected Minor Injury,Pedestrian on Vehicle,Residential,Unknown Injury,36.41181497,-77.6977383,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Monday,15,Non-Intersection,August,B: Suspected Minor Injury,Backing Vehicle - Driveway / Sidewalk Intersection,Commercial,O: No Injury,35.22585254,-80.84362087,B: Suspected Minor Injury,Sidewalk / Shared Use Path / Driveway Crossing,Local Street,One-Way: Not Divided,30-39
Raleigh,Wake,Monday,15,Intersection,August,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.84117806,-78.67839391,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,70+
Middlesex,Nash,Thursday,15,Non-Roadway,August,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,Unknown Injury,35.78663506,-78.21057164,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Greensboro,Guilford,Monday,22,Non-Intersection,August,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Residential,Unknown Injury,36.06428511,-79.79847459,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Friday,7,Non-Intersection,September,C: Possible Injury,Entering / Exiting Parked Vehicle,Commercial,O: No Injury,35.2222966,-80.84711414,C: Possible Injury,Paved Shoulder / Bike Lane / Parking Lane,Local Street,Two-Way: Not Divided,50-59
Wilmington,New Hanover,Thursday,14,Non-Roadway,September,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,O: No Injury,34.196305,-77.89192181,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,60-69
Hickory,Catawba,Wednesday,8,Non-Roadway,September,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.76576631,-81.33337458,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,20-24
Charlotte,Mecklenburg,Tuesday,17,Non-Intersection,September,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.2045459,-80.72597966,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,20-24
Greensboro,Guilford,Saturday,15,Non-Intersection,September,C: Possible Injury,Assault with Vehicle,Commercial,Unknown Injury,36.06307505,-79.81631044,C: Possible Injury,Sidewalk / Shared Use Path / Driveway Crossing,Local Street,Two-Way: Not Divided,Unknown
Raleigh,Wake,Friday,0,Intersection,September,C: Possible Injury,Intersection - Other / Unknown,Commercial,C: Possible Injury,35.78612599,-78.64557074,C: Possible Injury,Sidewalk / Shared Use Path / Driveway Crossing,Local Street,Two-Way: Not Divided,0-19
Clayton,Johnston,Wednesday,20,Non-Intersection,September,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,35.68736269,-78.39243474,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,60-69
Davidson,Mecklenburg,Wednesday,7,Intersection,August,B: Suspected Minor Injury,Motorist Right Turn - Parallel Paths,Residential,O: No Injury,35.50288102,-80.85294097,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,20-24
None - Rural Crash,Onslow,Saturday,2,Non-Intersection,August,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Commercial,Unknown Injury,34.74568881,-77.48499116,A: Suspected Serious Injury,Paved Shoulder / Bike Lane / Parking Lane,NC Route,Two-Way: Not Divided,Unknown
Kinston,Lenoir,Sunday,20,Non-Intersection,October,C: Possible Injury,Walking in Roadway,Commercial,O: No Injury,35.24086178,-77.57748986,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
Winston-Salem,Forsyth,Tuesday,9,Non-Intersection,August,C: Possible Injury,Standing in Roadway,Commercial,O: No Injury,36.0996958,-80.247508,C: Possible Injury,Travel Lane,Local Street,One-Way: Not Divided,60-69
None - Rural Crash,Randolph,Tuesday,15,Non-Intersection,October,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,35.65476054,-79.86717883,B: Suspected Minor Injury,Other / Unknown,State Secondary Route,Two-Way: Not Divided,Unknown
None - Rural Crash,Pasquotank,Monday,6,Intersection-Related,August,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Residential,O: No Injury,36.24402471,-76.21751183,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,40-49
Knightdale,Wake,Friday,6,Intersection,September,C: Possible Injury,Motorist Turn / Merge - Other / Unknown,Residential,O: No Injury,35.78977208,-78.47709341,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,20-24
Charlotte,Mecklenburg,Saturday,22,Intersection,October,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.22030121,-80.81100509,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Charlotte,Mecklenburg,Tuesday,10,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.22373085,-80.83682611,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,50-59
Fayetteville,Cumberland,Thursday,6,Non-Intersection,September,B: Suspected Minor Injury,Dash,Residential,O: No Injury,35.04431412,-78.97656828,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,40-49
Reidsville,Rockingham,Saturday,15,Non-Roadway,August,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,36.32848738,-79.64644661,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,40-49
